time,subsystem,contract_id,message
1515.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1520.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1525.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1530.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1535.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1540.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1545.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1550.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1555.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1560.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1565.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1615.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1620.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1625.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1630.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1635.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1640.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1645.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1650.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1655.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1660.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1665.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1670.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1675.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1680.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1685.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1690.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1745.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1750.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1755.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1760.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1765.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1770.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1775.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1780.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1785.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1790.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1795.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1800.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1805.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1810.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1815.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1870.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1875.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1880.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1885.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1890.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1895.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1900.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1905.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1910.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1915.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1920.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1925.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1930.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1990.0,Rudder,G1,Rudder angle exceeds mechanical limits.
1995.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2000.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2005.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2010.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2015.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2020.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2025.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2030.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2030.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2035.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2040.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2045.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2060.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2075.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2105.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2105.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2110.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2115.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2120.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2125.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2130.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2135.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2140.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2145.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2145.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2150.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2155.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2180.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2195.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2200.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2205.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2205.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2210.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2225.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2230.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2235.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2240.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2245.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2245.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2250.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2255.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2260.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2265.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2270.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2285.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2295.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2300.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2315.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2320.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2330.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2345.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2350.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2355.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2365.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2375.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2385.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2395.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2395.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2395.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2400.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2410.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2410.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2415.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2415.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2430.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2440.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2440.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2445.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2445.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2455.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2470.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2495.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2495.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2500.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2505.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2505.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2510.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2515.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2520.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2525.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2530.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2535.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2545.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2545.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2550.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2555.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2560.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2565.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2565.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2570.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2585.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2600.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2610.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2615.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2615.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2620.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2630.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2645.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2650.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2650.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2655.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2660.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2665.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2675.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2690.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2695.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2700.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2705.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2710.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2710.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2715.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2730.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2745.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2750.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2750.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2755.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2755.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2760.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2760.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2765.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2765.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2770.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2770.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2775.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2775.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2780.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2780.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2785.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2795.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2800.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2805.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2805.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2810.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2815.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2830.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2835.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2845.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2855.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2855.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2860.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2865.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2880.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2885.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2885.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2890.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2895.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2900.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2905.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2910.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2915.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2915.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2920.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2925.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2930.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2930.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
2930.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2935.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2940.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2945.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2945.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2950.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2955.0,Rudder,G1,Rudder angle exceeds mechanical limits.
2960.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2975.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2985.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
2995.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3000.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3015.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3015.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3020.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3025.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3025.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3030.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3035.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3040.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3040.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3045.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3045.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3050.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3050.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3055.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3060.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3060.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3065.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3065.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3070.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3070.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3075.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3080.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3080.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3095.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3115.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3115.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3130.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3145.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3150.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3150.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3155.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3160.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3165.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3165.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3170.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3175.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3180.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3185.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3185.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3190.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3195.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3200.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3200.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3205.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3210.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3215.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3220.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3225.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3225.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3225.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3230.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3235.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3245.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3245.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3250.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3255.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3260.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3270.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3300.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3305.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3305.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3310.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3310.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3315.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3315.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3320.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3325.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3330.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3330.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3335.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3340.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3345.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3345.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3350.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3355.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3360.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3365.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3370.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3370.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3375.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3380.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3385.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3390.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3395.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3400.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3400.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3405.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3405.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3410.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3415.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3415.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3420.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3450.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3455.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3455.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3460.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3465.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3470.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3475.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3480.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3490.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3495.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3495.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3500.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3505.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3510.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3515.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3520.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3525.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3530.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3535.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3540.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3545.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3550.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3555.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3560.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3565.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3565.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3570.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3575.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3580.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3580.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3585.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3590.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3590.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3595.0,EnvironmentalLoads,G2,Environmental forces exceed defined envelope.
3595.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3600.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3605.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3605.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3610.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3620.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3620.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3620.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3625.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3625.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3630.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3630.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3635.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3660.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3660.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3660.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3665.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3665.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3670.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3670.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3675.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3675.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3680.0,Rudder,G1,Rudder angle exceeds mechanical limits.
3680.0,HeadingController,G1,Cross-track error exceeds allowed limit.
3685.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3690.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3700.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3715.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
3725.0,EnvironmentalLoads,A2,Environmental parameters out of valid modelled range.
